OBJECTID,POST_ID,MS_SPACE_NUM,ON_OFFSTREET_TYPE,JURISDICTION,PM_DISTRICT_ID,BLOCKFACE_ID,ACTIVE_METER_FLAG,REASON_CODE,METER_TYPE,METER_VENDOR,METER_MODEL,CAP_COLOR,STREET_ID,STREET_NAME,STREET_NUM,STREET_SEG_CTRLN_ID,LONGITUDE,LATITUDE,WORK_ORDER,COLLECTION_ROUTE,COLLECTION_SUBROUTE,PMR_ROUTE,COLLECTION_ROUTE_DESC,COLLECTION_SUBROUTE_DESC,shape,analysis_neighborhood,supervisor_district,Analysis Neighborhoods,Neighborhoods,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,ON_OFFSTREET_TYPE_DESC,METER_STATUS,METER_TYPE_DESC,GEO_POINT,LOCATION_GRID,IS_ACTIVE,IS_TEMPORARY,PARKING_ZONE
171650,204-03220,0,ON,SFMTA,2.0,204032,M,-,SS,MacKay,mkBeacon,Black,204.0,04TH ST,322.0,256000.0,-122.4007751995,37.7815919992,,407,407-2,N-4,4th St: Unit 400 5th St:,4th St,POINT (-122.4007752 37.781591999),South of Market,6,34,32,32,1,10,ON_STREET,Active,Single-space,POINT(-122.4007751995 37.7815919992),-122.401_37.782,True,False,2.0_South of Market_6
167268,684-04742,2,ON,SFMTA,14.0,684042,U,UC,MS,MacKay,Elite,Grey,684.0,TOWNSEND ST,474.0,12664000.0,-122.3991846998,37.773936298600006,,,,N-4,,,POINT (-122.3991847 37.773936299),Mission Bay,6,4,32,32,1,10,ON_STREET,Unmetered,Multi-space,POINT(-122.3991846998 37.773936298600006),-122.399_37.774,False,False,14.0_Mission Bay_6
173754,500-15230,0,ON,SFMTA,15.0,500151,M,-,SS,IPS,M5,Grey,500.0,JACKSON ST,1523.0,7395000.0,-122.4205982999,37.7941924975,,116,116-3,D-2,Sacramento 1600-1700,Jackson 1500- 1700,POINT (-122.4205983 37.794192498),Russian Hill,3,32,105,105,4,3,ON_STREET,Active,Single-space,POINT(-122.4205982999 37.7941924975),-122.421_37.794,True,False,15.0_Russian Hill_3
165245,207-06380,0,ON,SFMTA,42.0,207062,M,-,SS,MacKay,mkBeacon,Grey,207.0,07TH ST,638.0,376000.0,-122.4022132344,37.7721593205,,418,418-3,S-1,Brannan St: 700 - 900 9th St,Townsend/Alameda,POINT (-122.402213234 37.77215932),South of Market,6,34,33,33,1,10,ON_STREET,Active,Single-space,POINT(-122.4022132344 37.7721593205),-122.402_37.772,True,False,42.0_South of Market_6
168055,722-22040,0,ON,SFMTA,5.0,722222,U,U6,-,-,-,Blue,722.0,WEBSTER ST,2204.0,13547000.0,-122.4325093978,37.7911012013,,,,C-4,,,POINT (-122.432509398 37.791101201),Pacific Heights,2,30,102,102,4,6,ON_STREET,Unmetered,Unknown,POINT(-122.4325093978 37.7911012013),-122.433_37.791,False,False,5.0_Pacific Heights_2
170602,568-17060,0,ON,SFMTA,14.0,568172,M,UY,SS,IPS,M5,Grey,568.0,MISSION ST,1706.0,9112201.0,-122.4202107154,37.7697431051,,DPT MOS,DPT MOS,R-2,,,POINT (-122.420210715 37.769743105),Mission,9,20,53,53,3,2,ON_STREET,Active,Single-space,POINT(-122.4202107154 37.7697431051),-122.42_37.77,True,False,14.0_Mission_9
164105,442-07090,0,ON,SFMTA,3.0,442071,M,-,SS,IPS,M5,Grey,442.0,GOLDEN GATE AVE,709.0,6267000.0,-122.4224639674,37.7807052139,,417,417-1,J-3,Golden Gate Ave: Unit - 700,Golden Gate Unit-700,POINT (-122.422463967 37.780705214),Western Addition,5,39,21,21,4,11,ON_STREET,Active,Single-space,POINT(-122.4224639674 37.7807052139),-122.422_37.781,True,False,3.0_Western Addition_5
165191,384-08280,0,ON,SFMTA,17.0,384082,M,-,SS,MacKay,mkBeacon,Red,384.0,DIVISADERO ST,828.0,4805201.0,-122.4382318014,37.7776630995,,130,130-2,C-1,Divisadero St: 800 - 200,Divisadero,POINT (-122.438231801 37.777663099),Western Addition,5,39,23,23,4,11,ON_STREET,Active,Single-space,POINT(-122.4382318014 37.7776630995),-122.438_37.778,True,False,17.0_Western Addition_5
166947,122-03930,0,ON,SFMTA,21.0,122031,M,UY,SS,IPS,M5,Grey,122.0,22ND AVE,393.0,1134000.0,-122.4816114975,37.7805379023,,118,118-2,B-3,Geary St: 5000 - 5200,Geary,POINT (-122.481611498 37.780537902),Outer Richmond,1,29,8,8,8,4,ON_STREET,Active,Single-space,POINT(-122.4816114975 37.7805379023),-122.482_37.781,True,False,21.0_Outer Richmond_1
172337,220-34290,0,ON,SFMTA,4.0,220341,M,-,SS,IPS,M5,Grey,220.0,20TH ST,3429.0,1055000.0,-122.4181220007,37.7586419013,,334,334-1,R-3,Mission St: 2100 - 2400,Mission 2100-2400,POINT (-122.418122001 37.758641901),Mission,9,20,53,53,3,2,ON_STREET,Active,Single-space,POINT(-122.4181220007 37.7586419013),-122.418_37.759,True,False,4.0_Mission_9
173622,440-61120,0,ON,SFMTA,21.0,440612,M,-,SS,IPS,M5,Red,440.0,GEARY BLVD,6112.0,6082201.0,-122.4852143021,37.780201598,,118,118-2,B-4,Geary St: 5000 - 5200,Geary,POINT (-122.485214302 37.780201598),Outer Richmond,1,29,8,8,8,4,ON_STREET,Active,Single-space,POINT(-122.4852143021 37.780201598),-122.485_37.78,True,False,21.0_Outer Richmond_1
169242,472-04240,0,ON,SFMTA,15.0,472042,M,-,SS,IPS,M5,Yellow,472.0,HYDE ST,424.0,7118000.0,-122.4161396024,37.7851642993,,413,413-2,E-1,Hyde St: Unit - 1000,Hyde Unit-600,POINT (-122.416139602 37.785164299),Tenderloin,5,36,20,20,5,10,ON_STREET,Active,Single-space,POINT(-122.4161396024 37.7851642993),-122.416_37.785,True,False,15.0_Tenderloin_5
171814,121-13060,0,ON,SFMTA,24.0,121132,M,-,SS,MacKay,mkBeacon,Green,121.0,21ST AVE,1306.0,1080000.0,-122.4791618024,37.7632587989,,120,120-1,A-5,Inner Irving St: 1800 - 2500,Outer Irving,POINT (-122.479161802 37.763258799),Sunset/Parkside,4,35,39,39,10,7,ON_STREET,Active,Single-space,POINT(-122.4791618024 37.7632587989),-122.479_37.763,True,False,24.0_Sunset/Parkside_4
165676,442-05380,0,ON,SFMTA,3.0,442052,M,-,SS,IPS,M5,Grey,442.0,GOLDEN GATE AVE,538.0,6265000.0,-122.4200159979,37.7811525975,,417,417-2,J-3,Golden Gate Ave: Unit - 700,Golden Gate Unit-700,POINT (-122.420015998 37.781152598),Tenderloin,5,36,21,21,4,10,ON_STREET,Active,Single-space,POINT(-122.4200159979 37.7811525975),-122.42_37.781,True,False,3.0_Tenderloin_5
162386,470-06322,2,ON,SFMTA,1.0,470062,T,UC,MS,MacKay,Elite,Black,470.0,HOWARD ST,632.0,7035000.0,-122.3988979996,37.7863777027,,DPT MOS,DPT MOS,M-2,,,POINT (-122.398898 37.786377703),Financial District/South Beach,6,8,32,32,1,10,ON_STREET,Temporarily Inactive,Multi-space,POINT(-122.3988979996 37.7863777027),-122.399_37.786,False,True,1.0_Financial District/South Beach_6
168950,350-32250,0,ON,SFMTA,19.0,350321,M,-,SS,MacKay,mkBeacon,Grey,350.0,CALIFORNIA ST,3225.0,3566000.0,-122.4477472005,37.7870603976,,103,103-4,C-2,Divisadero St: Sacramento St,California - Presidio,POINT (-122.4477472 37.787060398),Presidio Heights,2,31,11,11,8,6,ON_STREET,Active,Single-space,POINT(-122.4477472005 37.7870603976),-122.448_37.787,True,False,19.0_Presidio Heights_2
165323,359-05090,0,ON,SFMTA,1.0,359051,M,-,SS,IPS,M5,Red,359.0,CLAY ST,509.0,4084000.0,-122.4019218997,37.7947274026,,213,213-1,I-2,Clay St: 100 - 900,Clay: 100 - 900,POINT (-122.4019219 37.794727403),Chinatown,3,6,108,108,6,3,ON_STREET,Active,Single-space,POINT(-122.4019218997 37.7947274026),-122.402_37.795,True,False,1.0_Chinatown_3
169348,615-02260,0,ON,SFMTA,14.0,615022,M,-,SS,MacKay,mkBeacon,Grey,615.0,POTRERO AVE,226.0,10660000.0,-122.4077435003,37.7663367008,,335,335-3,S-1,Mission St: 1700 - 2000,Potrero 200,POINT (-122.4077435 37.766336701),Mission,9,20,53,53,3,9,ON_STREET,Active,Single-space,POINT(-122.4077435003 37.7663367008),-122.408_37.766,True,False,14.0_Mission_9
165105,568-45050,0,ON,SFMTA,35.0,568451,M,-,SS,IPS,M5,Yellow,568.0,MISSION ST,4505.0,9161000.0,-122.4336445981,37.7260524974,,316,316-3,O-2,Mission St: 4300 - 5300,Mission 4800-5100,POINT (-122.433644598 37.726052497),Excelsior,11,7,90,90,9,1,ON_STREET,Active,Single-space,POINT(-122.4336445981 37.7260524974),-122.434_37.726,True,False,35.0_Excelsior_11
169627,720-08200,0,ON,SFMTA,12.0,720082,M,UV,SS,IPS,M5,Grey,720.0,WASHINGTON ST,820.0,13415000.0,-122.4071800017,37.7950939991,,DPT MOS,DPT MOS,G-3,,,POINT (-122.407180002 37.795093999),Chinatown,3,6,104,104,6,3,ON_STREET,Active,Single-space,POINT(-122.4071800017 37.7950939991),-122.407_37.795,True,False,12.0_Chinatown_3
163300,362-09160,0,ON,SFMTA,23.0,362092,M,-,SS,MacKay,mkBeacon,Grey,362.0,COLE ST,916.0,4243000.0,-122.4498086081,37.765395433,,122,122-3,A-3,Haight St: Stanyan St: Masonic,Haight: Cole,POINT (-122.449808608 37.765395433),Haight Ashbury,8,3,29,29,7,11,ON_STREET,Active,Single-space,POINT(-122.4498086081 37.765395433),-122.45_37.765,True,False,23.0_Haight Ashbury_8
162327,124-12870,0,ON,SFMTA,24.0,124121,M,-,SS,MacKay,mkBeacon,Grey,124.0,24TH AVE,1287.0,1298000.0,-122.4825881009,37.7635957011,,120,120-2,A-5,Inner Irving St: 1800 - 2500,Outer Irving,POINT (-122.482588101 37.763595701),Sunset/Parkside,4,35,39,39,10,7,ON_STREET,Active,Single-space,POINT(-122.4825881009 37.7635957011),-122.483_37.764,True,False,24.0_Sunset/Parkside_4
162546,666-11240,0,ON,SFMTA,15.0,666112,M,UY,SS,IPS,M5,Grey,666.0,SUTTER ST,1124.0,12329000.0,-122.4191702024,37.7879389998,,114,114-2,D-1,Bush: 1100 - 1500,Bush: 1100- 1500,POINT (-122.419170202 37.787939),Nob Hill,3,21,50,50,4,3,ON_STREET,Active,Single-space,POINT(-122.4191702024 37.7879389998),-122.419_37.788,True,False,15.0_Nob Hill_3
173946,208-02080,0,ON,SFMTA,14.0,208022,U,U8,-,-,-,-,208.0,08TH ST,208.0,409000.0,-122.4114168973,37.775945401600005,,,,N-2,,,POINT (-122.411416897 37.775945402),South of Market,6,34,32,32,1,10,ON_STREET,Unmetered,Unknown,POINT(-122.4114168973 37.775945401600005),-122.411_37.776,False,False,14.0_South of Market_6
173215,359-04160,0,ON,SFMTA,1.0,359042,M,-,SS,IPS,M5,Grey,359.0,CLAY ST,416.0,4083000.0,-122.4010317025,37.7949633979,,213,213-2,I-1,Clay St: 100 - 900,Clay: 100 - 900,POINT (-122.401031702 37.794963398),Chinatown,3,6,108,108,6,3,ON_STREET,Active,Single-space,POINT(-122.4010317025 37.7949633979),-122.401_37.795,True,False,1.0_Chinatown_3
162100,571-09140,0,ON,SFMTA,12.0,571092,M,-,SS,IPS,M5,Grey,571.0,MONTGOMERY ST,914.0,9309000.0,-122.4037172978,37.7977796,,DPT MOS,DPT MOS,G-2,,,POINT (-122.403717298 37.7977796),North Beach,3,23,106,106,6,3,ON_STREET,Active,Single-space,POINT(-122.4037172978 37.7977796),-122.404_37.798,True,False,12.0_North Beach_3
166698,324-11065,0,ON,SFMTA,12.0,324112,U,U8,-,-,-,-,324.0,BATTERY ST,1106.0,2767000.0,-122.4015868974,37.8016430986,,,,G-1,,,POINT (-122.401586897 37.801643099),Financial District/South Beach,3,8,77,77,6,3,ON_STREET,Unmetered,Unknown,POINT(-122.4015868974 37.8016430986),-122.402_37.802,False,False,12.0_Financial District/South Beach_3
169629,720-07100,0,ON,SFMTA,1.0,720072,M,UV,SS,IPS,M5,Grey,720.0,WASHINGTON ST,710.0,13411000.0,-122.4054477976,37.7953132977,,DPT MOS,DPT MOS,G-3,,,POINT (-122.405447798 37.795313298),Chinatown,3,6,104,104,6,3,ON_STREET,Active,Single-space,POINT(-122.4054477976 37.7953132977),-122.405_37.795,True,False,1.0_Chinatown_3
168623,568-27320,0,ON,SFMTA,4.0,568272,M,-,SS,IPS,M5,Grey,568.0,MISSION ST,2732.0,9125000.0,-122.4185891018,37.7528571979,,302,302-2,R-4,Mission St: 2500 - 2700,Mission 2500-2700,POINT (-122.418589102 37.752857198),Mission,9,20,53,53,3,2,ON_STREET,Active,Single-space,POINT(-122.4185891018 37.7528571979),-122.419_37.753,True,False,4.0_Mission_9
170264,203-07120,0,ON,SFMTA,2.0,203072,U,U3,SS,IPS,M5,Grey,203.0,03RD ST,712.0,180000.0,-122.3924634975,37.7784967021,,,,M-3,,,POINT (-122.392463497 37.778496702),Mission Bay,6,4,34,34,1,10,ON_STREET,Unmetered,Single-space,POINT(-122.3924634975 37.7784967021),-122.392_37.778,False,False,2.0_Mission Bay_6
170580,491-10200,20,ON,SFMTA,44.0,491102,M,-,MS,MacKay,Tango,Grey,491.0,INDIANA ST,1020.0,7196000.0,-122.3912270037,37.7574064015,,M-434,M434-1,W-1,Dogpatch,Dogpatch,POINT (-122.391227004 37.757406401),Potrero Hill,10,26,55,55,2,9,ON_STREET,Active,Multi-space,POINT(-122.3912270037 37.7574064015),-122.391_37.757,True,False,44.0_Potrero Hill_10
163014,306-21090,0,ON,SFMTA,42.0,306211,M,-,SS,MacKay,mkBeacon,Grey,306.0,ALAMEDA ST,2109.0,2135000.0,-122.4061964162,37.7684250298,,418,418-3,S-1,Brannan St: 700 - 900 9th St,Townsend/Alameda,POINT (-122.406196416 37.76842503),Mission,6,20,33,33,3,9,ON_STREET,Active,Single-space,POINT(-122.4061964162 37.7684250298),-122.406_37.768,True,False,42.0_Mission_6
169943,593-10230,0,ON,SFMTA,15.0,593101,M,-,SS,IPS,M5,Red,593.0,O'FARRELL ST,1023.0,9736000.0,-122.4221990146,37.7845690043,,113,113-3,E-4,Post - Geary - O Farrell,Ofarrell 100-800 Post 900-700,POINT (-122.422199015 37.784569004),Western Addition,2,39,100,100,4,11,ON_STREET,Active,Single-space,POINT(-122.4221990146 37.7845690043),-122.422_37.785,True,False,15.0_Western Addition_2
172819,119-04080,0,ON,SFMTA,21.0,119042,M,-,SS,IPS,M5,Grey,119.0,19TH AVE,408.0,905000.0,-122.478212401,37.7800784008,,118,118-1,B-3,Geary St: 5000 - 5200,Geary,POINT (-122.478212401 37.780078401),Outer Richmond,1,29,5,5,8,4,ON_STREET,Active,Single-space,POINT(-122.478212401 37.7800784008),-122.478_37.78,True,False,21.0_Outer Richmond_1
165951,568-23130,0,ON,SFMTA,4.0,568231,M,UY,SS,IPS,M5,Yellow,568.0,MISSION ST,2313.0,9121000.0,-122.4190728997,37.7597953015,,334,334-1,R-3,Mission St: 2100 - 2400,Mission 2100-2400,POINT (-122.4190729 37.759795301),Mission,9,20,53,53,3,2,ON_STREET,Active,Single-space,POINT(-122.4190728997 37.7597953015),-122.419_37.76,True,False,4.0_Mission_9
167500,328-01530,0,ON,SFMTA,1.0,328011,U,U9,SS,IPS,M5,Black,328.0,BEALE ST,153.0,2864000.0,-122.3944318981,37.7901731011,,,,M-1,,,POINT (-122.394431898 37.790173101),Financial District/South Beach,6,8,108,108,1,10,ON_STREET,Unmetered,Single-space,POINT(-122.3944318981 37.7901731011),-122.394_37.79,False,False,1.0_Financial District/South Beach_6
167251,327-07040,0,ON,SFMTA,12.0,327072,U,UD,SS,IPS,M5,Grey,327.0,BROADWAY,704.0,3155000.0,-122.4088846014,37.7976742004,,,,G-4,,,POINT (-122.408884601 37.7976742),Chinatown,3,6,106,106,6,3,ON_STREET,Unmetered,Single-space,POINT(-122.4088846014 37.7976742004),-122.409_37.798,False,False,12.0_Chinatown_3
173037,203-50160,0,ON,SFMTA,34.0,203502,M,-,SS,IPS,M5,Grey,203.0,03RD ST,5016.0,214201.0,-122.3915659019,37.732732902200006,,308,308-2,O-4,3rd St: 4600 - 5100,3rd St,POINT (-122.391565902 37.732732902),Bayview Hunters Point,10,1,87,87,2,9,ON_STREET,Active,Single-space,POINT(-122.3915659019 37.732732902200006),-122.392_37.733,True,False,34.0_Bayview Hunters Point_10
167106,219-33380,0,ON,SFMTA,4.0,219332,T,UY,SS,IPS,M5,Grey,219.0,19TH ST,3338.0,971000.0,-122.4186026023,37.7603186005,,334,334-1,R-3,Mission St: 2100 - 2400,Mission 2100-2400,POINT (-122.418602602 37.7603186),Mission,9,20,53,53,3,2,ON_STREET,Temporarily Inactive,Single-space,POINT(-122.4186026023 37.7603186005),-122.419_37.76,False,True,4.0_Mission_9
162154,336-11140,0,ON,SFMTA,15.0,336112,M,-,SS,IPS,M5,Grey,336.0,BUSH ST,1114.0,3441000.0,-122.4158423244,37.7893289012,,114,114-2,D-1,Bush: 1100 - 1500,Bush: 1100- 1500,POINT (-122.415842324 37.789328901),Nob Hill,3,21,50,50,6,3,ON_STREET,Active,Single-space,POINT(-122.4158423244 37.7893289012),-122.416_37.789,True,False,15.0_Nob Hill_3
168854,218-13030,0,ON,SFMTA,42.0,218131,M,-,SS,MacKay,mkBeacon,Yellow,218.0,18TH ST,1303.0,855000.0,-122.3957959253,37.7625946812,,433,433-1,S-1,ShowPlace Square,Showplace square,POINT (-122.395795925 37.762594681),Potrero Hill,10,26,54,54,2,9,ON_STREET,Active,Single-space,POINT(-122.3957959253 37.7625946812),-122.396_37.763,True,False,42.0_Potrero Hill_10
171776,444-11230,0,ON,SFMTA,12.0,444111,M,-,SS,IPS,M5,Grey,444.0,GRANT AVE,1123.0,6399000.0,-122.4070238021,37.7976488982,,DPT MOS,DPT MOS,G-3,,,POINT (-122.407023802 37.797648898),Chinatown,3,6,104,104,6,3,ON_STREET,Active,Single-space,POINT(-122.4070238021 37.7976488982),-122.407_37.798,True,False,12.0_Chinatown_3
162474,568-20150,0,ON,SFMTA,4.0,568201,U,UF,-,-,-,-,568.0,MISSION ST,2015.0,9116000.0,-122.4195278023,37.7645470024,,,,R-2,,,POINT (-122.419527802 37.764547002),Mission,9,20,53,53,3,2,ON_STREET,Unmetered,Unknown,POINT(-122.4195278023 37.7645470024),-122.42_37.765,False,False,4.0_Mission_9
171093,645-04270,0,ON,SFMTA,42.0,645041,M,-,SS,MacKay,mkBeacon,Grey,645.0,RHODE ISLAND ST,427.0,10996000.0,-122.4024787353,37.7644249084,,418,418-2,S-1,Brannan St: 700 - 900 9th St,9th-11th Brannan Bryant Harrison,POINT (-122.402478735 37.764424908),Potrero Hill,10,26,54,54,1,9,ON_STREET,Active,Single-space,POINT(-122.4024787353 37.7644249084),-122.402_37.764,True,False,42.0_Potrero Hill_10
173649,582-01370,0,ON,SFMTA,1.0,582011,M,-,SS,IPS,M5,Grey,582.0,NEW MONTGOMERY ST,137.0,9546000.0,-122.3993192014,37.7865597018,,DPT MOS,DPT MOS,M-2,,,POINT (-122.399319201 37.786559702),Financial District/South Beach,6,8,32,32,1,10,ON_STREET,Active,Single-space,POINT(-122.3993192014 37.7865597018),-122.399_37.787,True,False,1.0_Financial District/South Beach_6
165544,359-05030,0,ON,SFMTA,1.0,359051,M,-,SS,IPS,M5,Yellow,359.0,CLAY ST,503.0,4084000.0,-122.4016936996,37.794755102,,213,213-1,I-2,Clay St: 100 - 900,Clay: 100 - 900,POINT (-122.4016937 37.794755102),Chinatown,3,6,108,108,6,3,ON_STREET,Active,Single-space,POINT(-122.4016936996 37.794755102),-122.402_37.795,True,False,1.0_Chinatown_3
165597,830-07380,0,ON,PORT,11.0,830072,M,-,SS,IPS,M5,Grey,830.0,EMBARCADERO NORTH,738.0,12556202.0,-122.4002312028,37.80242949990001,,613,613-1,Port 1,Embarcadero North Port,Embarcadero North | Unit-600,POINT (-122.400231203 37.8024295),Financial District/South Beach,3,8,77,77,6,3,ON_STREET,Active,Single-space,POINT(-122.4002312028 37.80242949990001),-122.4_37.802,True,False,11.0_Financial District/South Beach_3
166293,472-00500,50,ON,SFMTA,3.0,472006,M,-,MS,MacKay,Tango,Black,472.0,HYDE ST,50.0,7114000.0,-122.4152958942,37.7810130696,,M-413,M413-1,J-4,"Hyde St: Unit, 300, 900","Hyde St: Unit, 300, 900",POINT (-122.415295894 37.78101307),Tenderloin,5,36,21,21,5,10,ON_STREET,Active,Multi-space,POINT(-122.4152958942 37.7810130696),-122.415_37.781,True,False,3.0_Tenderloin_5
172407,203-46120,0,ON,SFMTA,34.0,203462,M,-,SS,IPS,M5,Yellow,203.0,03RD ST,4612.0,210201.0,-122.3904011023,37.7360426978,,308,308-2,O-4,3rd St: 4600 - 5100,3rd St,POINT (-122.390401102 37.736042698),Bayview Hunters Point,10,1,86,86,2,9,ON_STREET,Active,Single-space,POINT(-122.3904011023 37.7360426978),-122.39_37.736,True,False,34.0_Bayview Hunters Point_10
165553,208-06090,0,ON,SFMTA,42.0,208061,M,UV,SS,MacKay,mkBeacon,Yellow,208.0,08TH ST,609.0,417000.0,-122.4051322658,37.7711866299,,418,418-1,S-1,Brannan St: 700 - 900 9th St,9th-11th Brannan Bryant Harrison,POINT (-122.405132266 37.77118663),South of Market,6,34,33,33,1,10,ON_STREET,Active,Single-space,POINT(-122.4051322658 37.7711866299),-122.405_37.771,True,False,42.0_South of Market_6
167969,442-05100,0,ON,SFMTA,3.0,442052,M,-,SS,IPS,M5,Grey,442.0,GOLDEN GATE AVE,510.0,6265000.0,-122.4191864018,37.7812581983,,417,417-2,J-3,Golden Gate Ave: Unit - 700,Golden Gate Unit-700,POINT (-122.419186402 37.781258198),Tenderloin,5,36,21,21,4,10,ON_STREET,Active,Single-space,POINT(-122.4191864018 37.7812581983),-122.419_37.781,True,False,3.0_Tenderloin_5
162211,328-01550,0,ON,SFMTA,1.0,328011,U,U9,SS,IPS,M5,Black,328.0,BEALE ST,155.0,2864000.0,-122.3944142011,37.7901590028,,,,M-1,,,POINT (-122.394414201 37.790159003),Financial District/South Beach,6,8,108,108,1,10,ON_STREET,Unmetered,Single-space,POINT(-122.3944142011 37.7901590028),-122.394_37.79,False,False,1.0_Financial District/South Beach_6
172905,415-31060,0,ON,SFMTA,7.0,415312,M,-,SS,MacKay,mkBeacon,Grey,415.0,FILLMORE ST,3106.0,5563000.0,-122.4356628989,37.7982814972,,215,215-2,F-2,Union St:1500-2200 Fillmore St,Filbert/Fillmore/Greenwich/Pix,POINT (-122.435662899 37.798281497),Marina,2,13,15,15,4,6,ON_STREET,Active,Single-space,POINT(-122.4356628989 37.7982814972),-122.436_37.798,True,False,7.0_Marina_2
173991,359-05381,1,ON,SFMTA,1.0,359052,M,-,MS,MacKay,Tango,Black,359.0,CLAY ST,538.0,4085000.0,-122.4028627013,37.7947793984,,M-213,M213-1,I-2,Clay St: 500,Clay St: 500,POINT (-122.402862701 37.794779398),Chinatown,3,6,108,108,6,3,ON_STREET,Active,Multi-space,POINT(-122.4028627013 37.7947793984),-122.403_37.795,True,False,1.0_Chinatown_3
162606,612-09250,0,ON,SFMTA,15.0,612091,U,UC,SS,IPS,M5,Grey,612.0,POLK ST,925.0,10560000.0,-122.4197692012,37.7856195987,,,,E-3,,,POINT (-122.419769201 37.785619599),Tenderloin,5,36,20,20,4,10,ON_STREET,Unmetered,Single-space,POINT(-122.4197692012 37.7856195987),-122.42_37.786,False,False,15.0_Tenderloin_5
168654,663-16090,0,ON,SFMTA,5.0,663161,M,-,SS,MacKay,mkBeacon,Grey,663.0,STEINER ST,1609.0,12134000.0,-122.4347171504,37.7845596319,,104,104-61,C-3,Steiner St: Geary St: Post St,Geary 1900: Steiner Scott,POINT (-122.43471715 37.784559632),Japantown,5,15,103,103,4,11,ON_STREET,Active,Single-space,POINT(-122.4347171504 37.7845596319),-122.435_37.785,True,False,5.0_Japantown_5
166310,222-32030,0,ON,SFMTA,4.0,222321,M,-,SS,IPS,M5,Grey,222.0,22ND ST,3203.0,1191000.0,-122.4189912991,37.7553671979,,302,302-2,R-4,Mission St: 2500 - 2700,Mission 2500-2700,POINT (-122.418991299 37.755367198),Mission,9,20,53,53,3,2,ON_STREET,Active,Single-space,POINT(-122.4189912991 37.7553671979),-122.419_37.755,True,False,4.0_Mission_9
167877,703-01010,0,ON,SFMTA,10.0,703011,U,U1,-,IPS,M5,-,703.0,VICENTE ST,101.0,13236000.0,-122.4672242009,37.7397483987,,,,A-1,,,POINT (-122.467224201 37.739748399),West of Twin Peaks,7,41,46,46,10,8,ON_STREET,Unmetered,Unknown,POINT(-122.4672242009 37.7397483987),-122.467_37.74,False,False,10.0_West of Twin Peaks_7
163036,206-00510,0,ON,SFMTA,14.0,206001,T,UP,SS,MacKay,mkBeacon,Green,206.0,06TH ST,51.0,328000.0,-122.4088502871,37.781206823,,DPT MOS,DPT MOS,N-3,,,POINT (-122.408850287 37.781206823),South of Market,6,34,32,32,5,10,ON_STREET,Temporarily Inactive,Single-space,POINT(-122.4088502871 37.781206823),-122.409_37.781,False,True,14.0_South of Market_6
174087,440-16260,0,ON,SFMTA,5.0,440162,U,U9,SS,IPS,M5,Grey,440.0,GEARY BLVD,1626.0,6040201.0,-122.4300228001,37.7848762021,,,,C-3,,,POINT (-122.4300228 37.784876202),Japantown,5,15,101,101,4,11,ON_STREET,Unmetered,Single-space,POINT(-122.4300228001 37.7848762021),-122.43_37.785,False,False,5.0_Japantown_5
162533,585-09340,0,ON,SFMTA,6.0,585092,T,U5,SS,IPS,M5,Grey,585.0,NORTH POINT ST,934.0,9696000.0,-122.4233110023,37.8053985992,,DPT MOS,DPT MOS,F-1,,,POINT (-122.423311002 37.805398599),Russian Hill,2,32,98,98,6,6,ON_STREET,Temporarily Inactive,Single-space,POINT(-122.4233110023 37.8053985992),-122.423_37.805,False,True,6.0_Russian Hill_2
166987,569-18110,0,ON,SFMTA,16.0,569181,U,UC,SS,IPS,M5,Grey,569.0,MARKET ST,1811.0,8760102.0,-122.424096599,37.771158200600006,,,,R-1,,,POINT (-122.424096599 37.771158201),Mission,8,20,27,27,1,5,ON_STREET,Unmetered,Single-space,POINT(-122.424096599 37.771158200600006),-122.424_37.771,False,False,16.0_Mission_8
166417,612-13110,0,ON,SFMTA,15.0,612131,U,UC,SS,IPS,M5,Grey,612.0,POLK ST,1311.0,10567000.0,-122.4204432012,37.7889851005,,,,D-1,,,POINT (-122.420443201 37.7889851),Nob Hill,3,21,50,50,4,3,ON_STREET,Unmetered,Single-space,POINT(-122.4204432012 37.7889851005),-122.42_37.789,False,False,15.0_Nob Hill_3
165685,440-09300,0,ON,SFMTA,15.0,440092,M,-,SS,IPS,M5,Grey,440.0,GEARY ST,930.0,6117000.0,-122.4192252995,37.7860193987,,113,113-2,E-3,Post - Geary - O Farrell,Post-Geary-Offarrell,POINT (-122.4192253 37.786019399),Tenderloin,3,36,50,50,4,10,ON_STREET,Active,Single-space,POINT(-122.4192252995 37.7860193987),-122.419_37.786,True,False,15.0_Tenderloin_3
165004,224-29540,0,ON,SFMTA,29.0,224294,M,UY,SS,IPS,M5,Grey,224.0,24TH ST,2954.0,1335000.0,-122.4112278015,37.7527239983,,303,303-2,R-4,24 St (Lower): 2700 - 3300,24th St Lower,POINT (-122.411227801 37.752723998),Mission,9,20,53,53,3,2,ON_STREET,Active,Single-space,POINT(-122.4112278015 37.7527239983),-122.411_37.753,True,False,29.0_Mission_9
