OBJECTID,POST_ID,MS_SPACE_NUM,ON_OFFSTREET_TYPE,JURISDICTION,PM_DISTRICT_ID,BLOCKFACE_ID,ACTIVE_METER_FLAG,REASON_CODE,METER_TYPE,METER_VENDOR,METER_MODEL,CAP_COLOR,STREET_ID,STREET_NAME,STREET_NUM,STREET_SEG_CTRLN_ID,LONGITUDE,LATITUDE,WORK_ORDER,COLLECTION_ROUTE,COLLECTION_SUBROUTE,PMR_ROUTE,COLLECTION_ROUTE_DESC,COLLECTION_SUBROUTE_DESC,shape,analysis_neighborhood,supervisor_district,Analysis Neighborhoods,Neighborhoods,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,ON_OFFSTREET_TYPE_DESC,METER_STATUS,METER_TYPE_DESC,GEO_POINT,LOCATION_GRID,IS_ACTIVE,IS_TEMPORARY,PARKING_ZONE
169876,216-14060,0,ON,SFMTA,42.0,216142,M,-,SS,MacKay,mkBeacon,Grey,216.0,16TH ST,1406.0,708000.0,-122.4011230338,37.7662241649,,430,430-52,S-1,Bryant St: 300-600 Stillman St,Bryant: 600,POINT (-122.401123034 37.766224165),Mission Bay,6,4,33,33,1,9,ON_STREET,Active,Single-space,POINT(-122.4011230338 37.7662241649),-122.401_37.766,True,False,42.0_Mission Bay_6
171665,204-12150,0,ON,SFMTA,2.0,204121,M,-,SS,IPS,M5,Grey,204.0,04TH ST,1215.0,19983000.0,-122.3912002527,37.772288072600006,,DPT MOS,DPT MOS,P-1,,,POINT (-122.391200253 37.772288073),Mission Bay,6,4,34,34,1,10,ON_STREET,Active,Single-space,POINT(-122.3912002527 37.772288072600006),-122.391_37.772,True,False,2.0_Mission Bay_6
165395,568-49080,0,ON,SFMTA,35.0,568492,M,-,SS,IPS,M5,Grey,568.0,MISSION ST,4908.0,9173201.0,-122.4386205987,37.7197870024,,316,316-2,O-2,Mission St: 4300 - 5300,Mission 4800-5100,POINT (-122.438620599 37.719787002),Outer Mission,11,28,80,80,9,1,ON_STREET,Active,Single-space,POINT(-122.4386205987 37.7197870024),-122.439_37.72,True,False,35.0_Outer Mission_11
172687,470-12150,0,ON,SFMTA,14.0,470121,M,-,SS,IPS,M5,Grey,470.0,HOWARD ST,1215.0,7051000.0,-122.4119732992,37.7758178011,,DPT MOS,DPT MOS,N-2,,,POINT (-122.411973299 37.775817801),South of Market,6,34,32,32,1,10,ON_STREET,Active,Single-space,POINT(-122.4119732992 37.7758178011),-122.412_37.776,True,False,14.0_South of Market_6
164298,204-16130,0,ON,SFMTA,2.0,204161,M,-,SS,IPS,M5,Grey,204.0,04TH ST,1613.0,19988000.0,-122.3908381709,37.7683292028,,432,432-51,P-1,4th St: 1200-1700 China Basin,MISSION BAY,POINT (-122.390838171 37.768329203),Mission Bay,6,4,34,34,1,10,ON_STREET,Active,Single-space,POINT(-122.3908381709 37.7683292028),-122.391_37.768,True,False,2.0_Mission Bay_6
169273,443-00710,0,ON,SFMTA,3.0,443003,M,-,SS,IPS,M5,Grey,443.0,GOUGH ST,71.0,6311000.0,-122.4223836006,37.7735116993,,411,411-2,J-5,Gough St: Unit - 500,Hayes / Fell / Oak,POINT (-122.422383601 37.773511699),Hayes Valley,6,9,26,26,4,11,ON_STREET,Active,Single-space,POINT(-122.4223836006 37.7735116993),-122.422_37.774,True,False,3.0_Hayes Valley_6
170749,206-00280,0,ON,SFMTA,14.0,206002,M,-,SS,IPS,M5,Yellow,206.0,06TH ST,28.0,327000.0,-122.4095191003,37.7814951994,,407,407-2,N-3,4th St: Unit 400 5th St:,4th St,POINT (-122.4095191 37.781495199),South of Market,6,34,32,32,5,10,ON_STREET,Active,Single-space,POINT(-122.4095191003 37.7814951994),-122.41_37.781,True,False,14.0_South of Market_6
169565,207-03320,0,ON,SFMTA,14.0,207032,M,-,SS,IPS,M5,Grey,207.0,07TH ST,332.0,372000.0,-122.4074502611,37.776315886800006,,DPT MOS,DPT MOS,N-3,,,POINT (-122.407450261 37.776315887),South of Market,6,34,32,32,1,10,ON_STREET,Active,Single-space,POINT(-122.4074502611 37.776315886800006),-122.407_37.776,True,False,14.0_South of Market_6
165397,606-06350,0,ON,SFMTA,12.0,606061,M,-,SS,IPS,M5,Grey,606.0,PINE ST,635.0,10465000.0,-122.4068545994,37.7912922026,,210,210-3,I-4,California: Unit - 900 Pine St,Pine: Unit - 600,POINT (-122.406854599 37.791292203),Financial District/South Beach,3,8,104,104,6,3,ON_STREET,Active,Single-space,POINT(-122.4068545994 37.7912922026),-122.407_37.791,True,False,12.0_Financial District/South Beach_3
167056,211-01110,0,ON,SFMTA,14.0,211011,M,UV,SS,IPS,M5,Yellow,211.0,11TH ST,111.0,509000.0,-122.4167126005,37.7741229021,,DPT MOS,DPT MOS,N-1,,,POINT (-122.4167126 37.774122902),South of Market,6,34,32,32,1,10,ON_STREET,Active,Single-space,POINT(-122.4167126005 37.7741229021),-122.417_37.774,True,False,14.0_South of Market_6
167624,202-01050,0,ON,SFMTA,1.0,202011,U,UC,-,-,-,-,202.0,02ND ST,105.0,132000.0,-122.399535801,37.7879043993,,,,M-2,,,POINT (-122.399535801 37.787904399),Financial District/South Beach,6,8,32,32,1,10,ON_STREET,Unmetered,Unknown,POINT(-122.399535801 37.7879043993),-122.4_37.788,False,False,1.0_Financial District/South Beach_6
170295,470-01220,0,ON,SFMTA,1.0,470012,T,UC,SS,IPS,M5,Grey,470.0,HOWARD ST,122.0,7029000.0,-122.393291317,37.7908035171,,DPT MOS,DPT MOS,M-1,,,POINT (-122.393291317 37.790803517),Financial District/South Beach,6,8,108,108,1,10,ON_STREET,Temporarily Inactive,Single-space,POINT(-122.393291317 37.7908035171),-122.393_37.791,False,True,1.0_Financial District/South Beach_6
168277,491-06060,6,ON,SFMTA,44.0,491062,M,-,MS,MacKay,Tango,Grey,491.0,INDIANA ST,606.0,7193000.0,-122.3917607663,37.7626852455,,M-434,M434-1,W-1,Dogpatch,Dogpatch,POINT (-122.391760766 37.762685245),Potrero Hill,10,26,55,55,2,9,ON_STREET,Active,Multi-space,POINT(-122.3917607663 37.7626852455),-122.392_37.763,True,False,44.0_Potrero Hill_10
166683,568-47100,0,ON,SFMTA,35.0,568472,M,-,SS,IPS,M5,Grey,568.0,MISSION ST,4710.0,9169000.0,-122.4363430211,37.7227993369,,316,316-2,O-2,Mission St: 4300 - 5300,Mission 4800-5100,POINT (-122.436343021 37.722799337),Outer Mission,11,28,80,80,9,1,ON_STREET,Active,Single-space,POINT(-122.4363430211 37.7227993369),-122.436_37.723,True,False,35.0_Outer Mission_11
173347,563-03010,0,ON,SFMTA,3.0,563031,U,U1,-,-,-,-,563.0,MCALLISTER ST,301.0,8893000.0,-122.4171685984,37.7803475995,,,,J-4,,,POINT (-122.417168598 37.7803476),Tenderloin,5,36,21,21,4,10,ON_STREET,Unmetered,Unknown,POINT(-122.4171685984 37.7803475995),-122.417_37.78,False,False,3.0_Tenderloin_5
170734,612-21400,0,ON,SFMTA,15.0,612212,M,UY,SS,IPS,M5,Black,612.0,POLK ST,2140.0,10576000.0,-122.4218565018,37.7967705977,,412,412-1,D-2,Polk St: 100 - 2400,Polk 1800-2400,POINT (-122.421856502 37.796770598),Russian Hill,3,32,105,105,4,3,ON_STREET,Active,Single-space,POINT(-122.4218565018 37.7967705977),-122.422_37.797,True,False,15.0_Russian Hill_3
168500,593-01450,0,ON,SFMTA,1.0,593011,M,-,SS,IPS,M5,Yellow,593.0,O'FARRELL ST,145.0,9722000.0,-122.4077764525,37.7864030046,,211,211-3,I-3,Post St: Unit-600 Geary St,Ofarrell: Unit - 400,POINT (-122.407776453 37.786403005),Financial District/South Beach,3,8,19,19,6,3,ON_STREET,Active,Single-space,POINT(-122.4077764525 37.7864030046),-122.408_37.786,True,False,1.0_Financial District/South Beach_3
162772,869-05240,0,ON,PORT,2.0,869052,M,-,SS,IPS,M5,Grey,869.0,TERRY A FRANCOIS BLVD,524.0,12532004.0,-122.3864541351,37.7701117141,,610,610-1,Port 3,TERRY A FRANCOIS 400-500,TERRY A FRANCOIS 400-500,POINT (-122.386454135 37.770111714),Mission Bay,6,4,34,34,1,10,ON_STREET,Active,Single-space,POINT(-122.3864541351 37.7701117141),-122.386_37.77,True,False,2.0_Mission Bay_6
168114,440-17190,0,ON,SFMTA,5.0,440171,U,U8,SS,IPS,M5,Grey,440.0,GEARY BLVD,1719.0,6041102.0,-122.4319300016,37.7842799024,,,,C-3,,,POINT (-122.431930002 37.784279902),Western Addition,5,39,101,101,4,11,ON_STREET,Unmetered,Single-space,POINT(-122.4319300016 37.7842799024),-122.432_37.784,False,False,5.0_Western Addition_5
166501,568-03110,0,ON,SFMTA,1.0,568031,U,UX,SS,IPS,M5,Grey,568.0,MISSION ST,311.0,9086000.0,-122.3961232991,37.7907985979,,,,M-1,,,POINT (-122.396123299 37.790798598),Financial District/South Beach,6,8,32,32,1,10,ON_STREET,Unmetered,Single-space,POINT(-122.3961232991 37.7907985979),-122.396_37.791,False,False,1.0_Financial District/South Beach_6
166723,415-21250,0,ON,SFMTA,5.0,415211,T,U5,SS,MacKay,mkBeacon,Grey,415.0,FILLMORE ST,2125.0,5553000.0,-122.4340532997,37.7896298979,,101,101-51,C-4,Fillmore Hills: 2400 -1700,Fillimore: 2400 -1700 Califronia,POINT (-122.4340533 37.789629898),Pacific Heights,2,30,102,102,4,6,ON_STREET,Temporarily Inactive,Single-space,POINT(-122.4340532997 37.7896298979),-122.434_37.79,False,True,5.0_Pacific Heights_2
173349,563-03300,30,ON,SFMTA,3.0,563032,M,-,MS,MacKay,Tango,Black,563.0,MCALLISTER ST,330.0,8893000.0,-122.4175726005,37.7805019998,,M-401,M401-2,J-4,Grove St: Fulton St: McAlliste,"Grove St: Unit, 100, 300",POINT (-122.4175726 37.780502),Tenderloin,5,36,21,21,4,10,ON_STREET,Active,Multi-space,POINT(-122.4175726005 37.7805019998),-122.418_37.781,True,False,3.0_Tenderloin_5
172456,201-00050,0,ON,SFMTA,1.0,201001,M,-,SS,IPS,M5,Red,201.0,01ST ST,5.0,100000.0,-122.3988034015,37.7908454024,,DPT MOS,DPT MOS,M-1,,,POINT (-122.398803401 37.790845402),Financial District/South Beach,6,8,108,108,6,10,ON_STREET,Active,Single-space,POINT(-122.3988034015 37.7908454024),-122.399_37.791,True,False,1.0_Financial District/South Beach_6
164567,470-04390,0,ON,SFMTA,1.0,470041,M,-,SS,MacKay,mkBeacon,Black,470.0,HOWARD ST,439.0,7032000.0,-122.3957596434,37.7886228932,,404,404-1,M-1,Howard St: Unit - 600 Bryan St,Howard Unit-600,POINT (-122.395759643 37.788622893),Financial District/South Beach,6,8,32,32,1,10,ON_STREET,Active,Single-space,POINT(-122.3957596434 37.7886228932),-122.396_37.789,True,False,1.0_Financial District/South Beach_6
170140,645-04390,0,ON,SFMTA,42.0,645041,M,-,SS,MacKay,mkBeacon,Grey,645.0,RHODE ISLAND ST,439.0,10996000.0,-122.4024693306,37.7643125235,,418,418-2,S-1,Brannan St: 700 - 900 9th St,9th-11th Brannan Bryant Harrison,POINT (-122.402469331 37.764312523),Potrero Hill,10,26,54,54,1,9,ON_STREET,Active,Single-space,POINT(-122.4024693306 37.7643125235),-122.402_37.764,True,False,42.0_Potrero Hill_10
167845,224-32060,0,ON,SFMTA,4.0,224322,T,UY,SS,IPS,M5,Grey,224.0,24TH ST,3206.0,1342000.0,-122.4166103021,37.7523967017,,303,303-2,R-4,24 St (Lower): 2700 - 3300,24th St Lower,POINT (-122.416610302 37.752396702),Mission,9,20,53,53,3,2,ON_STREET,Temporarily Inactive,Single-space,POINT(-122.4166103021 37.7523967017),-122.417_37.752,False,True,4.0_Mission_9
168576,568-02050,0,ON,SFMTA,1.0,568021,M,-,SS,IPS,M5,Yellow,568.0,MISSION ST,205.0,9085000.0,-122.3950654605,37.7916324341,,DPT MOS,DPT MOS,M-1,,,POINT (-122.395065461 37.791632434),Financial District/South Beach,6,8,108,108,1,10,ON_STREET,Active,Single-space,POINT(-122.3950654605 37.7916324341),-122.395_37.792,True,False,1.0_Financial District/South Beach_6
173489,362-09240,0,ON,SFMTA,23.0,362092,M,-,SS,MacKay,mkBeacon,Green,362.0,COLE ST,924.0,4243000.0,-122.4497624,37.7651666988,,122,122-3,A-3,Haight St: Stanyan St: Masonic,Haight: Cole,POINT (-122.4497624 37.765166699),Haight Ashbury,8,3,29,29,7,11,ON_STREET,Active,Single-space,POINT(-122.4497624 37.7651666988),-122.45_37.765,True,False,23.0_Haight Ashbury_8
162364,211-03436,0,ON,SFMTA,14.0,211031,U,U4,-,-,-,-,211.0,11TH ST,343.0,515000.0,-122.412807198,37.7710078013,,,,N-1,,,POINT (-122.412807198 37.771007801),South of Market,6,34,32,32,1,10,ON_STREET,Unmetered,Unknown,POINT(-122.412807198 37.7710078013),-122.413_37.771,False,False,14.0_South of Market_6
171434,132-18030,0,ON,SFMTA,25.0,132181,M,-,SS,IPS,M5,Green,132.0,32ND AVE,1803.0,1713000.0,-122.4904520975,37.7533719026,,332,332-1,A-2,Noriega St: 2300 - 2500,Noriega 30th Ave - 34th Ave,POINT (-122.490452097 37.753371903),Sunset/Parkside,4,35,39,39,10,7,ON_STREET,Active,Single-space,POINT(-122.4904520975 37.7533719026),-122.49_37.753,True,False,25.0_Sunset/Parkside_4
162623,575-04480,0,ON,SFMTA,19.0,575042,M,-,SS,MacKay,mkBeacon,Grey,575.0,MAPLE ST,448.0,8682000.0,-122.4551932027,37.7864624997,,103,103-1,C-2,Divisadero St: Sacramento St,California - Spruce - Laural,POINT (-122.455193203 37.7864625),Presidio Heights,2,31,10,10,8,6,ON_STREET,Active,Single-space,POINT(-122.4551932027 37.7864624997),-122.455_37.786,True,False,19.0_Presidio Heights_2
165661,490-19100,0,ON,SFMTA,24.0,490192,M,-,SS,MacKay,mkBeacon,Grey,490.0,IRVING ST,1910.0,7297000.0,-122.4787272008,37.7635708012,,120,120-2,A-5,Inner Irving St: 1800 - 2500,Outer Irving,POINT (-122.478727201 37.763570801),Sunset/Parkside,4,35,39,39,10,7,ON_STREET,Active,Single-space,POINT(-122.4787272008 37.7635708012),-122.479_37.764,True,False,24.0_Sunset/Parkside_4
169116,363-03220,0,ON,SFMTA,12.0,363034,M,UY,SS,IPS,M5,Yellow,363.0,COLUMBUS AVE,322.0,4293000.0,-122.4073013996,37.7984103997,,202,202-2,G-4,Columbus Ave: Unit - 1100,Columbus,POINT (-122.4073014 37.7984104),North Beach,3,23,106,106,6,3,ON_STREET,Active,Single-space,POINT(-122.4073013996 37.7984103997),-122.407_37.798,True,False,12.0_North Beach_3
172836,443-08100,10,ON,SFMTA,3.0,443082,M,-,MS,MacKay,Tango,Green,443.0,GOUGH ST,810.0,6325000.0,-122.4237088018,37.780924498000005,,M-411,M411-1,J-3,Gough St: Oak St: Fell St,Gough St. 800 - 1400,POINT (-122.423708802 37.780924498),Western Addition,2,39,100,100,4,11,ON_STREET,Active,Multi-space,POINT(-122.4237088018 37.780924498000005),-122.424_37.781,True,False,3.0_Western Addition_2
173048,202-02180,18,ON,SFMTA,1.0,202022,U,U9,MS,MacKay,Elite,Black,202.0,02ND ST,218.0,135000.0,-122.3978440982,37.7863506013,,,,M-2,,,POINT (-122.397844098 37.786350601),Financial District/South Beach,6,8,32,32,1,10,ON_STREET,Unmetered,Multi-space,POINT(-122.3978440982 37.7863506013),-122.398_37.786,False,False,1.0_Financial District/South Beach_6
163785,440-18350,0,ON,SFMTA,5.0,440181,M,-,SS,IPS,M5,Green,440.0,GEARY BLVD,1835.0,6041103.0,-122.434037209,37.7840112932,,102,102-53,C-3,Fillmore Flats: 1000 - 1500,Fillmore Flats:Post-Geary,POINT (-122.434037209 37.784011293),Western Addition,5,39,97,97,4,11,ON_STREET,Active,Single-space,POINT(-122.434037209 37.7840112932),-122.434_37.784,True,False,5.0_Western Addition_5
171021,212-02540,0,ON,SFMTA,14.0,212022,M,-,SS,IPS,M5,Grey,212.0,12TH ST,254.0,543000.0,-122.415323972,37.7710011088,,DPT MOS,DPT MOS,N-1,,,POINT (-122.415323972 37.771001109),Mission,6,20,32,32,1,10,ON_STREET,Active,Single-space,POINT(-122.415323972 37.7710011088),-122.415_37.771,True,False,14.0_Mission_6
172969,376-03040,0,ON,SFMTA,42.0,376032,M,-,SS,MacKay,mkBeacon,Grey,376.0,CAROLINA ST,304.0,3708000.0,-122.4007011696,37.7646863622,,418,418-1,S-1,Brannan St: 700 - 900 9th St,9th-11th Brannan Bryant Harrison,POINT (-122.40070117 37.764686362),Potrero Hill,10,26,54,54,1,9,ON_STREET,Active,Single-space,POINT(-122.4007011696 37.7646863622),-122.401_37.765,True,False,42.0_Potrero Hill_10
170396,350-02160,0,ON,SFMTA,1.0,350022,M,UY,SS,IPS,M5,Grey,350.0,CALIFORNIA ST,216.0,3526000.0,-122.3993873187,37.7933570394,,210,210-2,I-1,California: Unit - 900 Pine St,California: Unit - 700,POINT (-122.399387319 37.793357039),Financial District/South Beach,3,8,108,108,6,3,ON_STREET,Active,Single-space,POINT(-122.3993873187 37.7933570394),-122.399_37.793,True,False,1.0_Financial District/South Beach_3
171402,525-00840,84,ON,SFMTA,1.0,525002,M,UV,MS,MacKay,Tango,Black,525.0,KAPLAN LN,84.0,7741000.0,-122.3989125003,37.7848073979,,M-931,M-931,M-2,Kaplan Ln: Unit,Kaplan Ln. Unit,POINT (-122.3989125 37.784807398),Financial District/South Beach,6,8,32,32,1,10,ON_STREET,Active,Multi-space,POINT(-122.3989125003 37.7848073979),-122.399_37.785,True,False,1.0_Financial District/South Beach_6
168109,672-00030,0,ON,SFMTA,35.0,672001,M,-,SS,IPS,M5,Grey,672.0,SENECA AVE,3.0,11757000.0,-122.4403918979,37.7177598214,,316,316-2,O-2,Mission St: 4300 - 5300,Mission 4800-5100,POINT (-122.440391898 37.717759821),Outer Mission,11,28,80,80,9,1,ON_STREET,Active,Single-space,POINT(-122.4403918979 37.7177598214),-122.44_37.718,True,False,35.0_Outer Mission_11
169487,700-07100,0,ON,SFMTA,4.0,700072,T,UY,SS,MacKay,mkBeacon,Green,700.0,VALENCIA ST,710.0,13064000.0,-122.4216539,37.7613575988,,301,301-2,R-3,Valencia 24th St 400 - 1200,Valencia: McCoppin - 24th St,POINT (-122.4216539 37.761357599),Mission,9,20,37,37,3,5,ON_STREET,Temporarily Inactive,Single-space,POINT(-122.4216539 37.7613575988),-122.422_37.761,False,True,4.0_Mission_9
171184,546-04010,0,ON,SFMTA,13.0,546041,M,-,SS,IPS,M5,Grey,546.0,LEAVENWORTH ST,401.0,8242000.0,-122.4145358984,37.784793198900005,,413,413-3,E-1,Hyde St: Unit - 1000,Leavenworth Unit-300,POINT (-122.414535898 37.784793199),Tenderloin,5,36,20,20,5,10,ON_STREET,Active,Single-space,POINT(-122.4145358984 37.784793198900005),-122.415_37.785,True,False,13.0_Tenderloin_5
164668,470-14330,0,ON,SFMTA,14.0,470141,M,-,SS,MacKay,mkBeacon,Black,470.0,HOWARD ST,1433.0,7056000.0,-122.4150848069,37.773363676200006,,431,431-1,N-1,Howard St: 800 - 1600,Howard 1400-900,POINT (-122.415084807 37.773363676),South of Market,6,34,32,32,1,10,ON_STREET,Active,Single-space,POINT(-122.4150848069 37.773363676200006),-122.415_37.773,True,False,14.0_South of Market_6
166982,417-00450,0,ON,SFMTA,15.0,417001,U,U9,-,-,-,-,417.0,FRANK NORRIS ST,45.0,5790000.0,-122.4202068986,37.7891607013,,,,D-1,,,POINT (-122.420206899 37.789160701),Nob Hill,3,21,50,50,4,3,ON_STREET,Unmetered,Unknown,POINT(-122.4202068986 37.7891607013),-122.42_37.789,False,False,15.0_Nob Hill_3
163532,327-03150,0,ON,SFMTA,12.0,327031,M,-,SS,IPS,M5,Grey,327.0,BROADWAY,315.0,3146000.0,-122.4027801004,37.7982794018,,203,203-1,G-1,Broadway St: Unit - 800,Broadway,POINT (-122.4027801 37.798279402),North Beach,3,23,106,106,6,3,ON_STREET,Active,Single-space,POINT(-122.4027801004 37.7982794018),-122.403_37.798,True,False,12.0_North Beach_3
169380,362-09190,0,ON,SFMTA,23.0,362091,T,UY,SS,MacKay,mkBeacon,Grey,362.0,COLE ST,919.0,4243000.0,-122.4499027019,37.7651891009,,122,122-3,A-3,Haight St: Stanyan St: Masonic,Haight: Cole,POINT (-122.449902702 37.765189101),Haight Ashbury,8,3,29,29,7,11,ON_STREET,Temporarily Inactive,Single-space,POINT(-122.4499027019 37.7651891009),-122.45_37.765,False,True,23.0_Haight Ashbury_8
167933,606-00260,0,ON,SFMTA,1.0,606002,U,U1,SS,IPS,M5,Yellow,606.0,PINE ST,26.0,10453000.0,-122.3984012992,37.7924961009,,,,I-1,,,POINT (-122.398401299 37.792496101),Financial District/South Beach,3,8,108,108,6,3,ON_STREET,Unmetered,Single-space,POINT(-122.3984012992 37.7924961009),-122.398_37.792,False,False,1.0_Financial District/South Beach_3
172787,336-05420,0,ON,SFMTA,1.0,336052,M,-,SS,IPS,M5,Red,336.0,BUSH ST,542.0,3432000.0,-122.4068396014,37.7904680994,,209,209-2,I-4,Bush St: 100 - 900 Sutter St,Bush: 400 - 900,POINT (-122.406839601 37.790468099),Financial District/South Beach,3,8,104,104,6,3,ON_STREET,Active,Single-space,POINT(-122.4068396014 37.7904680994),-122.407_37.79,True,False,1.0_Financial District/South Beach_3
170327,546-03220,0,ON,SFMTA,13.0,546032,M,-,SS,IPS,M5,Grey,546.0,LEAVENWORTH ST,322.0,8241000.0,-122.4143082012,37.784466098,,413,413-4,E-1,Hyde St: Unit - 1000,Leavenworth Unit-300,POINT (-122.414308201 37.784466098),Tenderloin,5,36,20,20,5,10,ON_STREET,Active,Single-space,POINT(-122.4143082012 37.784466098),-122.414_37.784,True,False,13.0_Tenderloin_5
169839,209-01100,0,ON,SFMTA,14.0,209012,T,U5,SS,IPS,M5,Grey,209.0,09TH ST,110.0,448000.0,-122.4144723192,37.775916203600005,,DPT MOS,DPT MOS,N-2,,,POINT (-122.414472319 37.775916204),South of Market,6,34,32,32,1,10,ON_STREET,Temporarily Inactive,Single-space,POINT(-122.4144723192 37.775916203600005),-122.414_37.776,False,True,14.0_South of Market_6
165814,606-04300,0,ON,SFMTA,1.0,606042,M,-,SS,IPS,M5,Red,606.0,PINE ST,430.0,10460000.0,-122.4036382006,37.791825001,,210,210-4,I-2,California: Unit - 900 Pine St,Pine: Unit - 600,POINT (-122.403638201 37.791825001),Financial District/South Beach,3,8,108,108,6,3,ON_STREET,Active,Single-space,POINT(-122.4036382006 37.791825001),-122.404_37.792,True,False,1.0_Financial District/South Beach_3
170469,388-04260,0,ON,SFMTA,5.0,388042,M,-,SS,MacKay,mkBeacon,Grey,388.0,DE HARO ST,426.0,4631000.0,-122.4016484952,37.7644428028,,418,418-2,S-1,Brannan St: 700 - 900 9th St,9th-11th Brannan Bryant Harrison,POINT (-122.401648495 37.764442803),Potrero Hill,10,26,54,54,1,9,ON_STREET,Active,Single-space,POINT(-122.4016484952 37.7644428028),-122.402_37.764,True,False,5.0_Potrero Hill_10
167505,328-02130,0,ON,SFMTA,1.0,328021,U,U1,SS,IPS,M5,Grey,328.0,BEALE ST,213.0,2865000.0,-122.3937351999,37.7896138997,,,,M-1,,,POINT (-122.3937352 37.7896139),Financial District/South Beach,6,8,108,108,1,10,ON_STREET,Unmetered,Single-space,POINT(-122.3937351999 37.7896138997),-122.394_37.79,False,False,1.0_Financial District/South Beach_6
162755,651-09170,0,ON,SFMTA,12.0,651091,M,-,SS,IPS,M5,Grey,651.0,SANSOME ST,917.0,11555000.0,-122.4024134803,37.7989653666,,205,205-1,G-1,Sansome St: Unit-800 Battery S,Sansome: Unit - 800 Halleck,POINT (-122.40241348 37.798965367),North Beach,3,23,106,106,6,3,ON_STREET,Active,Single-space,POINT(-122.4024134803 37.7989653666),-122.402_37.799,True,False,12.0_North Beach_3
162640,463-00020,0,ON,SFMTA,1.0,463002,T,U9,SS,IPS,M5,Yellow,463.0,HAWTHORNE ST,2.0,6809000.0,-122.3992531017,37.7857450982,,DPT MOS,DPT MOS,M-2,,,POINT (-122.399253102 37.785745098),Financial District/South Beach,6,8,32,32,1,10,ON_STREET,Temporarily Inactive,Single-space,POINT(-122.3992531017 37.7857450982),-122.399_37.786,False,True,1.0_Financial District/South Beach_6
169819,373-03430,0,ON,SFMTA,2.0,373033,M,-,SS,IPS,M5,Yellow,373.0,CHANNEL ST,343.0,3891000.0,-122.3992361169,37.7693590103,,433,433-1,P-1,ShowPlace Square,Showplace square,POINT (-122.399236117 37.76935901),Mission Bay,6,4,33,33,1,9,ON_STREET,Active,Single-space,POINT(-122.3992361169 37.7693590103),-122.399_37.769,True,False,2.0_Mission Bay_6
168825,490-18130,0,ON,SFMTA,24.0,490181,M,UV,SS,MacKay,mkBeacon,Grey,490.0,IRVING ST,1813.0,7296000.0,-122.4775921011,37.7634667986,,120,120-1,A-5,Inner Irving St: 1800 - 2500,Outer Irving,POINT (-122.477592101 37.763466799),Sunset/Parkside,4,35,39,39,10,7,ON_STREET,Active,Single-space,POINT(-122.4775921011 37.7634667986),-122.478_37.763,True,False,24.0_Sunset/Parkside_4
172746,209-00620,0,ON,SFMTA,14.0,209002,M,-,SS,IPS,M5,Yellow,209.0,09TH ST,62.0,447000.0,-122.414923517,37.776271803,,DPT MOS,DPT MOS,N-2,,,POINT (-122.414923517 37.776271803),South of Market,6,34,32,32,5,10,ON_STREET,Active,Single-space,POINT(-122.414923517 37.776271803),-122.415_37.776,True,False,14.0_South of Market_6
170172,215-16220,0,ON,SFMTA,4.0,215162,M,-,SS,IPS,M5,Grey,215.0,15TH ST,1622.0,652000.0,-122.4208135109,37.7666607315,,DPT MOS,DPT MOS,R-2,,,POINT (-122.420813511 37.766660731),Mission,9,20,53,53,3,2,ON_STREET,Active,Single-space,POINT(-122.4208135109 37.7666607315),-122.421_37.767,True,False,4.0_Mission_9
173401,440-22150,0,ON,SFMTA,18.0,440221,M,-,SS,MacKay,mkBeacon,Grey,440.0,GEARY BLVD,2215.0,6044101.0,-122.4400732999,37.7830942989,,126,126-1,C-1,Geary St: 2400 - 4800,"Geary2300,2200,OFL2200,STJ",POINT (-122.4400733 37.783094299),Western Addition,2,39,13,13,8,11,ON_STREET,Active,Single-space,POINT(-122.4400732999 37.7830942989),-122.44_37.783,True,False,18.0_Western Addition_2
172655,206-03510,0,ON,SFMTA,14.0,206031,M,-,SS,IPS,M5,Grey,206.0,06TH ST,351.0,335000.0,-122.4042307858,37.777525401400005,,DPT MOS,DPT MOS,N-3,,,POINT (-122.404230786 37.777525401),South of Market,6,34,32,32,1,10,ON_STREET,Active,Single-space,POINT(-122.4042307858 37.777525401400005),-122.404_37.778,True,False,14.0_South of Market_6
171315,549-23050,0,ON,SFMTA,7.0,549231,M,-,SS,MacKay,mkBeacon,Grey,549.0,LOMBARD ST,2305.0,8462101.0,-122.4396357135,37.7992760439,,216,216-53,F-2,Lombard St: 2000 - 2400,Lombard 2000-2400 | Chestnut 2000-2400,POINT (-122.439635714 37.799276044),Marina,2,13,14,14,4,6,ON_STREET,Active,Single-space,POINT(-122.4396357135 37.7992760439),-122.44_37.799,True,False,7.0_Marina_2
